"y_true","y_pred","y_pred_clipped"
5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
3.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
3.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
3,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
3,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
3.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
3.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
3,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
3,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
3,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
3.5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
3.5,4.13333333333333,4.13333333333333
3.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
3,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
3.5,4.13333333333333,4.13333333333333
2.5,4.13333333333333,4.13333333333333
2.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
3.5,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
4.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
3.5,4.13333333333333,4.13333333333333
3.5,4.13333333333333,4.13333333333333
4,4.13333333333333,4.13333333333333
3,4.13333333333333,4.13333333333333
5,4.13333333333333,4.13333333333333
2.5,4.13333333333333,4.13333333333333
2.5,4.13333333333333,4.13333333333333
3,4.13333333333333,4.13333333333333
2.5,4.13333333333333,4.13333333333333
2.5,4.13333333333333,4.13333333333333
2.5,4.13333333333333,4.13333333333333
2.5,4.13333333333333,4.13333333333333
2.5,4.13333333333333,4.13333333333333
