"y_true","y_pred","y_pred_clipped"
5,4.750355348514,4.750355348514
4.5,4.7441301166696,4.7441301166696
5,4.64099498245335,4.64099498245335
5,4.7346638464201,4.7346638464201
4.5,4.69823551364732,4.69823551364732
5,4.52216709242958,4.52216709242958
4.5,4.57787285075081,4.57787285075081
4,4.46051155305314,4.46051155305314
5,4.47811713417279,4.47811713417279
4.5,4.04729194657182,4.04729194657182
4.5,4.63251870932387,4.63251870932387
4.5,4.64537905721705,4.64537905721705
4.5,4.17094485188632,4.17094485188632
4.5,4.5730314177068,4.5730314177068
4.5,4.53827834285834,4.53827834285834
5,4.64268160365955,4.64268160365955
5,4.38447558327031,4.38447558327031
5,4.56105963491831,4.56105963491831
4.5,4.5478561422019,4.5478561422019
4.5,4.47902150825754,4.47902150825754
4.5,4.61010315914487,4.61010315914487
3.5,3.78261108834436,3.78261108834436
4.5,4.54424437196683,4.54424437196683
4.5,4.4346962522842,4.4346962522842
4.5,4.44216709077604,4.44216709077604
4.5,4.4836380570738,4.4836380570738
4.5,4.51745565633644,4.51745565633644
4.5,4.61339542729863,4.61339542729863
4.5,4.64138165817707,4.64138165817707
4.5,4.54233590166194,4.54233590166194
5,4.74107234537245,4.74107234537245
3.5,3.43311565624876,3.43311565624876
4,4.49722500748637,4.49722500748637
4.5,4.43182170109035,4.43182170109035
4,4.61043103074961,4.61043103074961
4,3.81132484852133,3.81132484852133
3,3.44074790640125,3.44074790640125
4.5,4.18559526877186,4.18559526877186
5,4.59746347286386,4.59746347286386
4.5,4.49983417565098,4.49983417565098
4.5,4.65492069197017,4.65492069197017
4.5,4.03592245209821,4.03592245209821
4,4.51334844136661,4.51334844136661
4.5,4.44619705465278,4.44619705465278
4.5,4.33476248538224,4.33476248538224
5,4.10272414513113,4.10272414513113
4.5,4.73286968446509,4.73286968446509
4.5,3.71016294271363,3.71016294271363
3,2.95569435948936,2.95569435948936
4.5,4.63766284601692,4.63766284601692
4,3.39545673093513,3.39545673093513
4.5,3.60984565452028,3.60984565452028
3.5,3.20235574077965,3.20235574077965
4.5,4.14533253642842,4.14533253642842
4,3.89022539888447,3.89022539888447
4.5,4.74054704776218,4.74054704776218
4,3.84134316316988,3.84134316316988
3.5,3.49437485227207,3.49437485227207
4,4.18955062191786,4.18955062191786
3,3.00124945131919,3.00124945131919
4.5,4.54564466842616,4.54564466842616
4.5,4.66108770161706,4.66108770161706
4,4.66392867559488,4.66392867559488
3,3.18457516289781,3.18457516289781
4.5,3.3087166331489,3.3087166331489
5,4.55190678660425,4.55190678660425
4,3.67076700827895,3.67076700827895
5,4.4454238589529,4.4454238589529
4,4.40933375289824,4.40933375289824
4.5,4.51978271946966,4.51978271946966
4.5,4.62578044564271,4.62578044564271
3,3.73360272628954,3.73360272628954
4,3.81003667037631,3.81003667037631
4.5,4.6812369282356,4.6812369282356
4.5,3.79241450778555,3.79241450778555
4,3.68511576279874,3.68511576279874
4.5,3.57379740049639,3.57379740049639
3.5,3.74974172170525,3.74974172170525
5,3.67474642949114,3.67474642949114
4.5,3.68658631301212,3.68658631301212
4.5,4.14282039025795,4.14282039025795
4.5,4.55136758207674,4.55136758207674
3.5,3.75203665621566,3.75203665621566
3.5,3.7671803477299,3.7671803477299
4,4.39481341623132,4.39481341623132
3,3.38013872350788,3.38013872350788
4.5,3.66205539119754,3.66205539119754
3.5,3.76693360602262,3.76693360602262
2.5,2.78795026649858,2.78795026649858
2.5,3.67474642949114,3.67474642949114
4,3.14141366167868,3.14141366167868
4.5,3.89455529280342,3.89455529280342
4,3.06932982752302,3.06932982752302
5,3.62194996611963,3.62194996611963
3.5,3.43004862522051,3.43004862522051
5,3.70817613439995,3.70817613439995
4.5,3.60827069201177,3.60827069201177
4,3.82203305397938,3.82203305397938
3.5,3.72124396084556,3.72124396084556
3.5,3.68511576279874,3.68511576279874
4,3.57591486374946,3.57591486374946
3,3.00187002676588,3.00187002676588
5,3.62194996611963,3.62194996611963
2.5,3.06088860680479,3.06088860680479
2.5,3.27504439535944,3.27504439535944
3,3.50647202632883,3.50647202632883
2.5,3.15377242712266,3.15377242712266
2.5,3.62194996611963,3.62194996611963
2.5,3.62194996611963,3.62194996611963
2.5,3.74089932246758,3.74089932246758
2.5,3.68511576279874,3.68511576279874
