"y_true","y_pred","y_pred_clipped"
5,4.72863773963078,4.72863773963078
4.5,4.42679649837998,4.42679649837998
5,4.76658707406923,4.76658707406923
5,4.6360569786248,4.6360569786248
4.5,4.61563679417835,4.61563679417835
5,4.44146669809046,4.44146669809046
4.5,4.78849119685827,4.78849119685827
4,4.35129361647386,4.35129361647386
5,4.5426510692436,4.5426510692436
4.5,4.24929063983413,4.24929063983413
4.5,4.52345701464258,4.52345701464258
4.5,4.52981139774582,4.52981139774582
4.5,4.42058708134113,4.42058708134113
4.5,4.40689042712579,4.40689042712579
4.5,4.38971870257858,4.38971870257858
5,4.52847856807046,4.52847856807046
5,4.31372374001015,4.31372374001015
5,4.69629968372466,4.69629968372466
4.5,4.39445115669417,4.39445115669417
4.5,4.54233724078969,4.54233724078969
4.5,4.67928100346639,4.67928100346639
3.5,3.82335608320524,3.82335608320524
4.5,4.4798400796723,4.4798400796723
4.5,4.38273250988134,4.38273250988134
4.5,4.55512615751446,4.55512615751446
4.5,4.3627205753405,4.3627205753405
4.5,4.37943007520255,4.37943007520255
4.5,4.49570790900172,4.49570790900172
4.5,4.52783625639447,4.52783625639447
4.5,4.70279703958472,4.70279703958472
5,4.73185905100254,4.73185905100254
3.5,3.57696669012428,3.57696669012428
4,4.42914264866044,4.42914264866044
4.5,4.33711777052775,4.33711777052775
4,4.67916722815976,4.67916722815976
4,3.83754374235838,3.83754374235838
3,3.58073783549387,3.58073783549387
4.5,4.18992895179913,4.18992895179913
5,4.59926238170176,4.59926238170176
4.5,4.37072318484064,4.37072318484064
4.5,4.48129815331573,4.48129815331573
4.5,4.00809127296134,4.00809127296134
4,4.53042539089628,4.53042539089628
4.5,4.3442207279702,4.3442207279702
4.5,4.30263230712065,4.30263230712065
5,3.97337832695528,3.97337832695528
4.5,4.63667957394447,4.63667957394447
4.5,3.90513878499217,3.90513878499217
3,3.21001189748103,3.21001189748103
4.5,4.66971746768281,4.66971746768281
4,3.49865049451126,3.49865049451126
4.5,3.78218594221787,3.78218594221787
3.5,3.43457670940574,3.43457670940574
4.5,4.12186019164845,4.12186019164845
4,3.87652902706677,3.87652902706677
4.5,4.6340154385007,4.6340154385007
4,3.91208466161714,3.91208466161714
3.5,3.60723526476645,3.60723526476645
4,4.12567915602698,4.12567915602698
3,3.29222964128759,3.29222964128759
4.5,4.48053197543084,4.48053197543084
4.5,4.66158876702677,4.66158876702677
4,4.66060291561186,4.66060291561186
3,3.36608253696739,3.36608253696739
4.5,3.45579163747838,3.45579163747838
5,4.33182113752359,4.33182113752359
4,3.72511406417673,3.72511406417673
5,4.43101220943381,4.43101220943381
4,4.3260063263269,4.3260063263269
4.5,4.52819262064872,4.52819262064872
4.5,4.49141016183704,4.49141016183704
3,3.79914072679765,3.79914072679765
4,3.92408076758371,3.92408076758371
4.5,4.6545967481888,4.6545967481888
4.5,3.82820001770597,3.82820001770597
4,3.40259713258846,3.40259713258846
4.5,3.48867145560373,3.48867145560373
3.5,3.80711511136522,3.80711511136522
5,3.39747357629674,3.39747357629674
4.5,3.77590960547909,3.77590960547909
4.5,4.14189509653202,4.14189509653202
4.5,4.51723230149979,4.51723230149979
3.5,3.80824905371243,3.80824905371243
3.5,3.81573165202768,3.81573165202768
4,4.3188317317719,4.3188317317719
3,3.49108176554843,3.49108176554843
4.5,3.39120285018844,3.39120285018844
3.5,3.81560973531526,3.81560973531526
2.5,3.29729095867401,3.29729095867401
2.5,3.39747357629674,3.39747357629674
4,3.34475615323844,3.34475615323844
4.5,3.87866845634084,3.87866845634084
4,3.30913905317391,3.30913905317391
5,3.37138649392962,3.37138649392962
3.5,3.60617351617189,3.60617351617189
5,3.41399141498847,3.41399141498847
4.5,3.50570493735229,3.50570493735229
4,3.84283473762491,3.84283473762491
3.5,3.7930341789059,3.7930341789059
3.5,3.40259713258846,3.40259713258846
4,3.72122610911896,3.72122610911896
3,3.23282760062999,3.23282760062999
5,3.37138649392962,3.37138649392962
2.5,3.30496819008776,3.30496819008776
2.5,3.43915396168336,3.43915396168336
3,3.64393482502054,3.64393482502054
2.5,3.35086270113019,3.35086270113019
2.5,3.37138649392962,3.37138649392962
2.5,3.37138649392962,3.37138649392962
2.5,3.43016015902779,3.43016015902779
2.5,3.40259713258846,3.40259713258846
